Intensity	Wavelength (Å)	Spectrum	Reference	Nominal Q	Volume (Log_1000(Q))
30	1,493	Li II	 HM59	30	0.49
6	1,493	Li II	 HM59	6	0.26
150	1,495	N  I	 M75a	150	0.73
200	1,495	Pt II	 SRSA92	200	0.77
100	1,498	Pt II	 SRSA92	100	0.67
800	1,499	Sb II	 AJK89	800	0.97
200	1,499	Pt II	 SRSA92	200	0.77
140	1,505	Pt II	 SRSA92	140	0.72
110	1,506	Pt II	 SRSA92	110	0.68
40	1,506	Na II	 W71	40	0.53
70	1,507	I  I	 KC59	70	0.62
30	1,508	Pt II	 SRSA92	30	0.49
600	1,509	Pt II	 SRSA92	600	0.93
  600 P	1,512	Be II	 J61a	600	0.93
 1000 P	1,512	Pb II	 KT96	1000	1.00
  800 P,c	1,512	Be II	 J61a	800	0.97
800	1,513	Sb II	 AJK89	800	0.97
200	1,514	Cd II	 SP49	200	0.77
70	1,515	I  I	 KC59	70	0.62
    9 r	1,516	Ag I	 S40	9	0.32
  200 P	1,518	I  I	 KC59	200	0.77
400	1,520	Cu II	 R69	400	0.87
400	1,521	Bi II	 WBBF01	400	0.87
30	1,521	Pt II	 SRSA92	30	0.49
800	1,524	Sb II	 AJK89	800	0.97
150	1,525	Pt II	 SRSA92	150	0.73
900	1,525	Pt II	 SRSA92	900	0.98
900	1,525	Pt II	 SRSA92	900	0.98
150	1,527	Si II	 GK00	150	0.73
80	1,528	Pt II	 SRSA92	80	0.63
60	1,530	Pt II	 SRSA92	60	0.59
400	1,532	Br I	 T63	400	0.87
   80 P	1,533	P  II	 SMZ83	80	0.63
400	1,533	Bi II	 WBBF01	400	0.87
  300 P	1,533	Si II	 KE74	300	0.83
100	1,535	Pt II	 SRSA92	100	0.67
  800 P	1,535	Ga II	 IL85	800	0.97
  130 P	1,536	P  II	 SMZ83	130	0.70
   80 P	1,536	P  II	 SMZ83	80	0.63
300	1,537	Bi II	 WBBF01	300	0.83
400	1,538	Bi II	 WBBF01	400	0.87
  800 P	1,540	Al II	 KM91b	800	0.97
50	1,541	Pt II	 SRSA92	50	0.57
  300 P	1,541	Br I	 T63	300	0.83
500	1,542	Cu II	 R69	500	0.90
   60 l	1,542	Pt II	 SRSA92	60	0.59
  130 P	1,542	P  II	 SMZ83	130	0.70
30	1,543	Pt II	 SRSA92	30	0.49
40	1,547	Pt II	 SRSA92	40	0.53
110	1,552	Pt II	 SRSA92	110	0.68
200	1,555	Pt II	 SRSA92	200	0.77
30	1,558	Pt II	 SRSA92	30	0.49
40	1,559	Pt II	 SRSA92	40	0.53
200	1,560	C  I	 KE74	200	0.77
  500 P	1,561	C  I	 KE74	500	0.90
  200 P	1,561	C  I	 KE74	200	0.77
  600 P	1,561	C  I	 KE74	600	0.93
40	1,562	Pt II	 SRSA92	40	0.53
40	1,562	Pt II	 SRSA92	40	0.53
  500 r	1,562	Tl II	 ES36	500	0.90
800	1,566	Sb II	 AJK89	800	0.97
30	1,569	Pt II	 SRSA92	30	0.49
200	1,572	Cd II	 SP49	200	0.77
30	1,573	Pt II	 SRSA92	30	0.49
400	1,574	Bi II	 WBBF01	400	0.87
40	1,574	Pt II	 SRSA92	40	0.53
200	1,574	Pt II	 SRSA92	200	0.77
  400 P	1,575	Br I	 T63	400	0.87
  900 P	1,576	Sb II	 AJK89	900	0.98
250	1,576	Br I	 T63	250	0.80
  500 P	1,577	Ge II	 KE74	500	0.90
80	1,579	Pt II	 SRSA92	80	0.63
800	1,581	Sb II	 AJK89	800	0.97
90	1,581	Pt II	 SRSA92	90	0.65
300	1,582	Br I	 T63	300	0.83
   20 P	1,586	In II	 SM02	20	0.43
20	1,587	Au I	 BG78	20	0.43
40	1,588	Pt II	 SRSA92	40	0.53
40	1,589	Pt II	 SRSA92	40	0.53
  600 P	1,592	Bi II	 WBBF01	600	0.93
400	1,594	Cu II	 R69	400	0.87
70	1,594	I  I	 KC59	70	0.62
40	1,594	Pt II	 SRSA92	40	0.53
40	1,594	Pt II	 SRSA92	40	0.53
70	1,595	Si I	 RAKL67	70	0.62
70	1,595	Si I	 RAKL67	70	0.62
9	1,604	Pt I	 SRSA92	9	0.32
11	1,604	Rb II	 R75	11	0.35
 1000 P	1,604	Rh II	 S58	1000	1.00
 1000 P	1,607	Sb II	 AJK89	1000	1.00
50	1,608	Te II	 HM64	50	0.57
400	1,610	Bi II	 WBBF01	400	0.87
400	1,611	Bi II	 WBBF01	400	0.87
50	1,613	Te II	 HM64	50	0.57
70	1,618	I  I	 KC59	70	0.62
400	1,621	Cu II	 R69	400	0.87
   80 l	1,622	Pt II	 SRSA92	80	0.63
90	1,623	Si I	 RAKL67	90	0.65
  700 P	1,624	B  II	 LZJK98	700	0.95
  500 P	1,624	B  II	 LZJK98	500	0.90
 1000 P	1,624	B  II	 LZJK98	1000	1.00
300	1,624	B  II	 LZJK98	300	0.83
9	1,624	Au I	 BG78	9	0.32
  700 P	1,624	B  II	 LZJK98	700	0.95
  400 P	1,624	Rh II	 S58	400	0.87
 1000 P	1,629	Rh II	 S58	1000	1.00
100	1,629	Si I	 KRA66	100	0.67
100	1,630	Si I	 RAKL67	100	0.67
80	1,631	Pt II	 SRSA92	80	0.63
 1000 P	1,633	Br I	 T63	1000	1.00
120	1,634	Pt II	 SRSA92	120	0.69
  400 P	1,635	Rh II	 S58	400	0.87
25	1,636	Pt I	 SRSA92	25	0.47
  400 P	1,638	Rh II	 S58	400	0.87
  120 P	1,640	He II	 MK00b	120	0.69
   50 P	1,640	He II	 MK00b	50	0.57
    7 P	1,640	He II	 MK00b	7	0.28
   25 P	1,640	He II	 MK00b	25	0.47
  180 P	1,640	He II	 MK00b	180	0.75
   25 P	1,640	He II	 MK00b	25	0.47
   15 P	1,641	He II	 MK00b	15	0.39
8	1,644	Pt I	 SRSA92	8	0.30
300	1,644	Ag II	 KLLT02	300	0.83
   14 P	1,647	Au I	 BG78	14	0.38
250	1,650	Ca II	 ER56	250	0.80
 1000 P	1,650	Hg II	 SR01	1000	1.00
5	1,652	Ag I	 S40	5	0.23
140	1,652	Ca II	 ER56	140	0.72
15	1,653	Li II	 HM59	15	0.39
30	1,653	Li II	 HM59	30	0.49
6	1,653	Li II	 HM59	6	0.26
  500 P	1,656	C  I	 KE74	500	0.90
  400 P	1,657	C  I	 KE74	400	0.87
 1000 P	1,657	C  I	 KE74	1000	1.00
  400 P	1,657	C  I	 KE74	400	0.87
  400 P	1,658	C  I	 KE74	400	0.87
  500 P	1,658	C  I	 KE74	500	0.90
50	1,659	Pt II	 SRSA92	50	0.57
  100 P	1,661	Be I	 KM97	100	0.67
400	1,665	Ag II	 KLLT02	400	0.87
9	1,666	Au I	 BG78	9	0.32
  900 P	1,667	S  I	 KM93	900	0.98
300	1,667	B  I	 BTG74	300	0.83
500	1,667	B  I	 BTG74	500	0.90
200	1,669	Pt II	 SRSA92	200	0.77
170	1,670	Cr II	 SKRR03	170	0.74
 1000 P	1,671	Al II	 GK00	1000	1.00
500	1,672	Pb II	 KT96	500	0.90
150	1,673	Cr II	 SKRR03	150	0.73
  800 P	1,675	P  I	 S80	800	0.97
200	1,675	Si I	 RAKL67	200	0.77
200	1,676	Cr II	 SKRR03	200	0.77
20	1,678	Pt I	 SRSA92	20	0.43
 1000 P	1,680	P  I	 S80	1000	1.00
40	1,682	Li II	 HM59	40	0.53
120	1,682	Ne II	 P71	120	0.69
500	1,682	Pb II	 KT96	500	0.90
300	1,683	Ag II	 KLLT02	300	0.83
2	1,683	Mg I	 KM91a	2	0.10
50	1,685	Pt II	 SRSA92	50	0.57
50	1,685	Pt II	 SRSA92	50	0.57
  800 P	1,688	S  I	 KM93	800	0.97
200	1,688	Ne II	 P71	200	0.77
7	1,691	Pt I	 SRSA92	7	0.28
200	1,696	Si I	 RAKL67	200	0.77
250	1,698	Si I	 RAKL67	250	0.80
30	1,698	Pt II	 SRSA92	30	0.49
   20 P	1,699	Au I	 BG78	20	0.43
  200 P	1,702	I  I	 KC59	200	0.77
2	1,707	Mg I	 KM91a	2	0.10
80	1,707	Pt II	 SRSA92	80	0.63
   14 P,w	1,711	In I	 G54	14	0.38
40	1,714	Pt II	 SRSA92	40	0.53
7	1,714	Pt I	 SRSA92	7	0.28
   80 r	1,717	Ge I	 KE74	80	0.63
  800 P	1,719	Al II	 KM91b	800	0.97
500	1,721	Al II	 KM91b	500	0.90
  900 P	1,721	Al II	 KM91b	900	0.98
150	1,723	Pt II	 SRSA92	150	0.73
300	1,724	Ag II	 KLLT02	300	0.83
500	1,725	Al II	 KM91b	500	0.90
  900 P	1,725	Al II	 KM91b	900	0.98
  600 P	1,727	Pb II	 KT96	600	0.93
50	1,728	Pt II	 SRSA92	50	0.57
40	1,735	Mg II	 KM91a	40	0.53
90	1,736	Pt II	 SRSA92	90	0.65
14	1,737	Pt I	 SRSA92	14	0.38
50	1,738	Mg II	 KM91a	50	0.57
600	1,740	Au II	 RW97	600	0.93
  150 P	1,742	Ni II	 S70	150	0.73
  200 P	1,743	N  I	 M75a	200	0.77
10	1,744	Pt I	 SRSA92	10	0.33
150	1,745	N  I	 M75a	150	0.73
3	1,748	Mg I	 KM91a	3	0.16
80	1,750	Ge I	 KE74	80	0.63
40	1,751	Mg II	 KM91a	40	0.53
  500 P	1,752	C  I	 KE74	500	0.90
180	1,753	Cr II	 SKRR03	180	0.75
50	1,753	Mg II	 KM91a	50	0.57
120	1,754	Pt II	 SRSA92	120	0.69
120	1,754	Pt II	 SRSA92	120	0.69
50	1,755	Li II	 HM59	50	0.57
   14 P,w	1,757	In I	 G54	14	0.38
60	1,761	Rb II	 R75	60	0.59
180	1,761	Cr II	 SKRR03	180	0.75
30	1,763	Al I	 KM91b	30	0.49
500	1,764	Al II	 KM91b	500	0.90
  700 P	1,764	Al II	 KM91b	700	0.95
14	1,765	Pt I	 SRSA92	14	0.38
50	1,766	Al I	 KM91b	50	0.57
300	1,766	Al II	 KM91b	300	0.83
25	1,766	Pt II	 SRSA92	25	0.47
50	1,766	Al I	 KM91b	50	0.57
120	1,767	Pt II	 SRSA92	120	0.69
150	1,767	Cr II	 SKRR03	150	0.73
400	1,768	Al II	 KM91b	400	0.87
50	1,769	Al I	 KM91b	50	0.57
300	1,771	Si I	 RAKL67	300	0.83
80	1,774	Ge I	 KE74	80	0.63
 1000 P	1,775	P  I	 S80	1000	1.00
200	1,775	Pt II	 SRSA92	200	0.77
40	1,777	Pt I	 SRSA92	40	0.53
50	1,777	Na II	 W71	50	0.57
  800 P	1,777	Bi II	 WBBF01	800	0.97
  600 P	1,777	Pt II	 SRSA92	600	0.93
20	1,777	Pt I	 SRSA92	20	0.43
250	1,782	Pt II	 SRSA92	250	0.80
  150 P	1,783	I  I	 KC59	150	0.73
  800 P	1,783	P  I	 S80	800	0.97
600	1,783	Au II	 RW97	600	0.93
80	1,785	Ge I	 KE74	80	0.63
30	1,786	Pt II	 SRSA92	30	0.49
  P	1,786	Rn I	 R30	#N/A	#N/A
25	1,787	Pt I	 SRSA92	25	0.47
40	1,787	Na II	 W71	40	0.53
600	1,787	Bi II	 WBBF01	600	0.93
  700 P	1,788	P  I	 S80	700	0.95
  700 P	1,792	Bi II	 WBBF01	700	0.95
  300 P,r	1,793	Tl II	 JKBL96	300	0.83
300	1,795	Se I	 RG34	300	0.83
400	1,797	Pb II	 KT96	400	0.87
40	1,798	Na II	 W71	40	0.53
70	1,799	I  I	 KC59	70	0.62
20	1,803	Pt I	 SRSA92	20	0.43
50	1,807	Na II	 W71	50	0.57
 1000 P	1,807	S  I	 KM93	1000	1.00
30	1,808	Si II	 GK00	30	0.49
300	1,811	Sn II	 B64	300	0.83
20	1,813	Pt I	 SRSA92	20	0.43
  800 P	1,814	Ga II	 IL85	800	0.97
250	1,814	Si I	 RAKL67	250	0.80
  400 P,r	1,815	Tl II	 JKBL96	400	0.87
700	1,815	Sb II	 AJK89	700	0.95
40	1,817	Si II	 KE74	40	0.53
300	1,818	B  I	 BTG74	300	0.83
15	1,818	Pt I	 SRSA92	15	0.39
500	1,818	B  I	 BTG74	500	0.90
  900 P	1,820	S  I	 KM93	900	0.98
 1000 P	1,822	Pb II	 KT96	1000	1.00
  500 P	1,822	Te I	 MV75	500	0.90
  700 P	1,824	Bi II	 WBBF01	700	0.95
8	1,825	Pt I	 SRSA92	8	0.30
  800 P	1,826	B  I	 EL01	800	0.97
13	1,826	Pt I	 SRSA92	13	0.37
  800 P	1,826	S  I	 KM93	800	0.97
 1000 P	1,826	B  I	 EL01	1000	1.00
5	1,828	Mg I	 KM91a	5	0.23
600	1,829	Al II	 KM91b	600	0.93
 1000 P	1,830	I  I	 KC59	1000	1.00
25	1,833	Pt II	 SRSA92	25	0.47
40	1,835	Pt II	 SRSA92	40	0.53
40	1,835	Na II	 W71	40	0.53
80	1,837	Pt II	 SRSA92	80	0.63
200	1,837	Si I	 RAKL67	200	0.77
30	1,839	Pt II	 SRSA92	30	0.49
80	1,840	Pt II	 SRSA92	80	0.63
250	1,840	Ca II	 ER56	250	0.80
1	1,841	Cs II	 S81	1	0.00
   80 h	1,841	Ge I	 KE74	80	0.63
400	1,841	Si I	 RAKL67	400	0.87
   80 h	1,842	Ge I	 KE74	80	0.63
  500 P	1,843	B  II	 LZJK98	500	0.90
200	1,844	Si I	 RAKL67	200	0.77
  200 P	1,844	I  I	 KC59	200	0.77
  900 P	1,845	Ga II	 IL85	900	0.98
200	1,846	Si I	 RAKL67	200	0.77
25	1,846	Pt I	 SRSA92	25	0.47
200	1,846	Si I	 RAKL67	200	0.77
300	1,847	Si I	 RAKL67	300	0.83
200	1,848	Si I	 RAKL67	200	0.77
250	1,849	Si I	 RAKL67	250	0.80
 1000 P	1,849	Hg I	 WA63	1000	1.00
13	1,850	Pt I	 SRSA92	13	0.37
  400 P	1,851	Si I	 RAKL67	400	0.87
250	1,852	Si I	 RAKL67	250	0.80
80	1,853	Ge I	 KE74	80	0.63
40	1,853	Na II	 W71	40	0.53
9	1,853	Pt I	 SRSA92	9	0.32
40	1,853	Pt II	 SRSA92	40	0.53
300	1,855	Se I	 RG34	300	0.83
  500 P	1,857	Te I	 MV75	500	0.90
  700 P	1,858	Al II	 KM91b	700	0.95
600	1,859	P  I	 S80	600	0.93
1	1,859	Cs II	 S81	1	0.00
400	1,859	P  I	 S80	400	0.87
  200 r	1,860	Ge I	 KE74	200	0.77
140	1,860	Sn I	 B64	140	0.72
 1000 P	1,862	Al II	 KM91b	1000	1.00
80	1,867	Pt II	 SRSA92	80	0.63
90	1,870	Pt II	 SRSA92	90	0.65
30	1,871	Pt II	 SRSA92	30	0.49
  400 P,r	1,871	Sb I	 SM02	400	0.87
  120 r	1,874	Ge I	 KE74	120	0.69
200	1,875	Si I	 RAKL67	200	0.77
  600 P	1,876	Ru II	 CHR88a	600	0.93
70	1,879	Pt II	 SRSA92	70	0.62
9	1,880	Au I	 BG78	9	0.32
700	1,881	Tl II	 JKBL96	700	0.95
90	1,882	Na II	 W71	90	0.65
200	1,883	Sb I	 SM02	200	0.77
  600 P	1,883	Pt II	 SRSA92	600	0.93
1	1,884	Cs II	 S81	1	0.00
30	1,886	Pt II	 SRSA92	30	0.49
  600 P	1,888	Ru II	 JJLL94	600	0.93
100	1,888	Ne II	 P71	100	0.67
140	1,890	Pt II	 SRSA92	140	0.72
100	1,890	Ne II	 P71	100	0.67
  700 P,r	1,890	As I	 HA85	700	0.95
30	1,895	Pt II	 SRSA92	30	0.49
30	1,898	Pt II	 SRSA92	30	0.49
40	1,898	Pt II	 SRSA92	40	0.53
400	1,899	Se I	 RG34	400	0.87
30	1,899	Pt II	 SRSA92	30	0.49
  300 P	1,900	Sn II	 B64	300	0.83
200	1,900	S  I	 KM93	200	0.77
  400 P	1,901	Si I	 RAKL67	400	0.87
 1000 P	1,902	Bi II	 WBBF01	1000	1.00
15	1,903	Pt I	 SRSA92	15	0.39
  600 P	1,903	Ru II	 JJLL94	600	0.93
  200 r	1,905	Ge I	 KE74	200	0.77
200	1,907	Ne II	 P71	200	0.77
  800 P,r	1,909	Tl II	 JKBL96	800	0.97
  400 P	1,912	Pt II	 SRSA92	400	0.87
400	1,914	Se I	 RG34	400	0.87
100	1,915	S  I	 KM93	100	0.67
8	1,915	Mn II	 IV64	8	0.30
  500 P	1,916	Ne II	 P71	500	0.90
  250 P	1,917	Ru II	 JJLL94	250	0.80
  120 r	1,918	Ge I	 KE74	120	0.69
300	1,919	Se I	 RG34	300	0.83
7	1,921	Mn II	 IV64	7	0.28
300	1,922	Cd II	 SP49	300	0.83
40	1,928	Pt II	 SRSA92	40	0.53
  250 P	1,929	Pt II	 SRSA92	250	0.80
40	1,930	Pt II	 SRSA92	40	0.53
  200 r	1,930	Ge I	 KE74	200	0.77
  300 P	1,930	Ne II	 P71	300	0.83
 1000 P	1,931	C  I	 KE74	1000	1.00
50	1,934	Pt I	 SRSA92	50	0.57
1	1,935	Cs II	 S81	1	0.00
    6 P	1,936	In II	 B69	6	0.26
100	1,937	Pt I	 SRSA92	100	0.67
  400 P,r	1,938	As I	 HA85	400	0.87
  500 P	1,938	Ge II	 KE74	500	0.90
200	1,939	Ne II	 P71	200	0.77
  500 P	1,939	Ge II	 KE74	500	0.90
  250 P	1,939	Ru II	 JJLL94	250	0.80
  250 P	1,940	Ru II	 JJLL94	250	0.80
  130 l	1,940	Pt II	 SRSA92	130	0.70
20	1,940	Pt I	 SRSA92	20	0.43
 1000 P	1,942	Hg II	 SR01	1000	1.00
150	1,944	Pt II	 SRSA92	150	0.73
80	1,945	Ge I	 KE74	80	0.63
  100 c	1,945	Ne II	 P71	100	0.67
40	1,950	Pt II	 SRSA92	40	0.53
  300 r	1,950	Sb I	 SM02	300	0.83
 1000 P	1,951	W  II	 EKM00	1000	1.00
  300 P	1,955	Bi I	 WBBF01	300	0.83
30	1,955	Pt II	 SRSA92	30	0.49
80	1,955	Ge I	 KE74	80	0.63
  250 P	1,960	Bi I	 WBBF01	250	0.80
  600 P	1,961	Se I	 LP77	600	0.93
200	1,962	Ge I	 KE74	200	0.77
  900 P	1,962	W  II	 EKM00	900	0.98
11	1,963	Pt I	 SRSA92	11	0.35
   50 c	1,965	Be I	 KM97	50	0.57
    6 P	1,967	In II	 B69	6	0.26
13	1,970	Pt I	 SRSA92	13	0.37
140	1,971	Co I	 PT96	140	0.72
80	1,971	Ge I	 KE74	80	0.63
30	1,972	Pt I	 SRSA92	30	0.49
  200 P,r	1,973	As I	 HA85	200	0.77
  800 P,c	1,973	Re II	 WJLG97	800	0.97
15	1,974	Hg II	 SR01	15	0.39
   11 P	1,977	In II	 B69	11	0.35
600	1,978	W  II	 EKM00	600	0.93
  400 P	1,978	Si I	 RAKL67	400	0.87
50	1,979	Pt II	 SRSA92	50	0.57
  400 P	1,979	Si I	 RAKL67	400	0.87
25	1,980	Pt I	 SRSA92	25	0.47
  300 P	1,980	Cu II	 R69	300	0.83
  300 P	1,981	Si I	 RAKL67	300	0.83
600	1,983	W  II	 EKM00	600	0.93
  300 P	1,983	Si I	 RAKL67	300	0.83
40	1,984	Pt II	 SRSA92	40	0.53
  500 P	1,986	Si I	 RAKL67	500	0.90
9	1,988	Pt I	 SRSA92	9	0.32
10	1,988	Hg II	 SR01	10	0.33
  120 h	1,988	Ge I	 KE74	120	0.69
  120 P	1,988	Ge I	 KE74	120	0.69
 1000 P	1,989	Si I	 RAKL67	1000	1.00
15	1,989	Pt I	 SRSA92	15	0.39
  900 P	1,989	W  II	 EKM00	900	0.98
700	1,991	Al II	 KM91b	700	0.95
80	1,991	Pt II	 SRSA92	80	0.63
500	1,991	W  II	 EKM00	500	0.90
8	1,992	Pt I	 SRSA92	8	0.30
300	1,994	Ag II	 KLLT02	300	0.83
  500 P	1,995	Te I	 MV75	500	0.90
  150 P	1,995	Se I	 LP77	150	0.73
200	1,995	Cd II	 SP49	200	0.77
11	1,996	Pt I	 SRSA92	11	0.35
  400 P	1,996	Mn I	 CMG64	400	0.87
   60 c	1,998	Be I	 KM97	60	0.59
  200 r	1,999	Ge I	 KE74	200	0.77
  500 P	2,000	Mn I	 CMG64	500	0.90
  150 P	2,000	Cu II	 R69	150	0.73
150	2,001	Au II	 RW97	150	0.73
300	2,001	Os I	 MCS75	300	0.83
  400 P	2,002	W  II	 EKM00	400	0.87
 1000 P	2,002	Te I	 MV75	1000	1.00
  200 P,r	2,003	As I	 HA85	200	0.77
  500 P	2,004	Re I	 MCS75	500	0.90
400	2,004	Os I	 MCS75	400	0.87
  700 P	2,004	Mn I	 CMG64	700	0.95
300	2,005	Os I	 MCS75	300	0.83
80	2,007	Ne II	 P71	80	0.63
    5 r	2,008	Tl I	 C52	5	0.23
140	2,008	Pt II	 SRSA92	140	0.72
  800 P	2,008	W  II	 EKM00	800	0.97
  300 P	2,010	W  II	 EKM00	300	0.83
600	2,010	Os I	 MCS75	600	0.93
250	2,010	W  II	 EKM00	250	0.80
600	2,011	Ir I	 MCS75	600	0.93
80	2,011	Ge I	 AM59	80	0.63
 1000 P	2,012	Au I	 MCS75	1000	1.00
  700 P	2,013	Hf II	 MCS75	700	0.95
250	2,014	W  II	 EKM00	250	0.80
200	2,015	Pt II	 SRSA92	200	0.77
  500 P	2,015	Mo II	 SPNL01	500	0.90
  300 P	2,018	Re I	 MCS75	300	0.83
 1000 P	2,018	Os I	 MCS75	1000	1.00
  700 P	2,019	Ge I	 AM59	700	0.95
1000	2,020	Os	 MCS75	1000	1.00
 1000 P	2,020	Mo II	 SPNL01	1000	1.00
9	2,021	Pt I	 SRSA92	9	0.32
  250 P	2,021	Bi I	 WBBF01	250	0.80
  250 P	2,021	Au I	 MCS75	250	0.80
  200 P	2,022	Pb I	 WA68	200	0.77
500	2,022	Ir I	 MCS75	500	0.90
500	2,023	Os I	 MCS75	500	0.90
 1000 P	2,025	Zn II	 GL00	1000	1.00
80	2,026	Ne II	 P71	80	0.63
    2 P	2,026	Mg I	 KM91a	2	0.10
  500 P	2,026	W  II	 EKM00	500	0.90
20	2,027	Hg II	 SR01	20	0.43
 1000 P	2,028	Hf II	 MCS75	1000	1.00
500	2,028	Os I	 MCS75	500	0.90
 1000 P	2,029	Nb II	 RCL00	1000	1.00
  900 P	2,030	W  II	 EKM00	900	0.98
20	2,031	Pt I	 SRSA92	20	0.43
30	2,032	Pt I	 SRSA92	30	0.49
200	2,032	P  I	 S80	200	0.77
  900 P	2,033	Nb II	 RCL00	900	0.98
300	2,033	P  I	 S80	300	0.83
  900 P	2,034	Ir I	 MCS75	900	0.98
  600 P	2,034	Os I	 MCS75	600	0.93
150	2,035	W  II	 EKM00	150	0.73
7	2,036	Pt I	 SRSA92	7	0.28
  200 P	2,036	Cu II	 R69	200	0.77
  250 P	2,036	Pt II	 SRSA92	250	0.80
  150 P	2,037	Cu II	 R69	150	0.73
  500 P	2,038	Mo II	 SPNL01	500	0.90
   30 r	2,040	Sb I	 SM02	30	0.49
  600 P	2,040	Se I	 LP77	600	0.93
150	2,042	Pt II	 SRSA92	150	0.73
  900 P,r	2,042	Ge I	 AM59	900	0.98
  600 P,r	2,044	Ge I	 AM59	600	0.93
  250 P	2,044	Cu II	 R69	250	0.80
150	2,045	Au II	 RW97	150	0.73
  900 P	2,045	Os I	 MCS75	900	0.98
  400 P	2,046	Mo II	 SPNL01	400	0.87
  500 P	2,049	Re I	 MCS75	500	0.90
30	2,049	Pt II	 SRSA92	30	0.49
60	2,049	Pt I	 SRSA92	60	0.59
   60 P,r	2,050	Sb I	 SM02	60	0.59
300	2,050	W  II	 EKM00	300	0.83
400	2,052	Ir I	 MCS75	400	0.87
  400 P	2,053	Hg II	 SR01	400	0.87
  200 P	2,053	Pb I	 WA68	200	0.77
150	2,054	Ge I	 AM59	150	0.73
100	2,055	Sb II	 AJK89	100	0.67
 1000 P	2,056	Cr II	 K51	1000	1.00
50	2,056	Be I	 KM97	50	0.57
100	2,057	Pt II	 SRSA92	100	0.67
   80 h	2,057	Ge I	 AM59	80	0.63
  600 P	2,058	Si I	 KRA66	600	0.93
300	2,059	Os I	 MCS75	300	0.83
300	2,059	Os I	 MCS75	300	0.83
300	2,061	Ir I	 MCS75	300	0.83
9	2,061	Pt I	 SRSA92	9	0.32
20	2,061	Ag I	 PZ01	20	0.43
  700 P	2,062	Cr II	 K51	700	0.95
   25 P	2,062	I  I	 KC59	25	0.47
  300 P	2,062	Bi I	 WBBF01	300	0.83
400	2,062	Os I	 MCS75	400	0.87
 1000 P	2,062	Zn II	 GL00	1000	1.00
  400 P	2,063	Se I	 LP77	400	0.87
15	2,063	Pt I	 SRSA92	15	0.39
  400 P	2,064	Zn II	 GL00	400	0.87
  300 r	2,065	Ge I	 AM59	300	0.83
  500 P	2,065	Cr II	 K51	500	0.90
140	2,066	W  II	 EKM00	140	0.72
200	2,066	B  I	 GV72,GM62	200	0.77
200	2,067	B  I	 GV72,GM62	200	0.77
250	2,067	B  I	 GV72,GM62	250	0.80
 1000 P	2,067	Os II	 MCS75	1000	1.00
20	2,068	Pt I	 SRSA92	20	0.43
  400 P,r	2,068	Sb I	 SM02	400	0.87
 1000 P,r	2,069	Ge I	 AM59	1000	1.00
20	2,069	Rb II	 R75	20	0.43
  400 h	2,069	Bi II	 WBBF01	400	0.87
9	2,070	Ag I	 PZ01	9	0.32
  500 P	2,071	Os II	 MCS75	500	0.90
8	2,071	Pt I	 SRSA92	8	0.30
8	2,071	Pt I	 SRSA92	8	0.30
200	2,071	W  II	 EKM00	200	0.77
11	2,072	Rb II	 R75	11	0.35
20	2,072	Si II	 S61b	20	0.43
30	2,073	Si II	 S61b	30	0.49
   80 P	2,075	Re I	 MCS75	80	0.63
  600 P	2,075	Se I	 LP77	600	0.93
80	2,075	Pt II	 SRSA92	80	0.63
140	2,076	W  II	 EKM00	140	0.72
110	2,076	Rb II	 R75	110	0.68
200	2,076	Ru I	 K59	200	0.77
250	2,077	Os I	 MCS75	250	0.80
250	2,078	Os	 MCS75	250	0.80
   14 P	2,079	In II	 SM02	14	0.38
  600 P	2,079	W  II	 EKM00	600	0.93
  600 P	2,079	W  II	 EKM00	600	0.93
  500 P	2,080	Os I	 MCS75	500	0.90
  250 P	2,081	Te I	 MV75	250	0.80
  120 P	2,082	Mo II	 SPNL01	120	0.69
  400 P	2,082	Au II	 RW97	400	0.87
100	2,083	Os I	 MCS75	100	0.67
200	2,083	Ir I	 MCS75	200	0.77
250	2,084	Ru I	 K59	250	0.80
50	2,085	Pt I	 SRSA92	50	0.57
150	2,085	Ne II	 P71	150	0.73
  200 P	2,086	Re I	 MCS75	200	0.77
200	2,086	Ir I	 MCS75	200	0.77
150	2,086	Ge I	 AM59	150	0.73
200	2,088	W  II	 EKM00	200	0.77
 1000 P	2,089	Ir I	 MCS75	1000	1.00
  400 P	2,089	B  I	 JLKK93	400	0.87
100	2,089	Os I	 MCS75	100	0.67
140	2,089	W  II	 EKM00	140	0.72
100	2,089	Os I	 MCS75	100	0.67
   60 P	2,090	Mo II	 MCS75	60	0.59
  500 P	2,090	B  I	 JLKK93	500	0.90
200	2,090	Ru I	 K59	200	0.77
11	2,090	Rb II	 R75	11	0.35
200	2,090	W  I	 MCS75	200	0.77
 1000 P	2,091	Ga II	 IL85	1000	1.00
  200 P	2,092	Sn I	 B64	200	0.77
60	2,092	Mn I	 CMG64	60	0.59
   60 P	2,093	Mo II	 MCS75	60	0.59
800	2,093	Ir I	 MCS75	800	0.97
  100 P	2,093	Mo II	 MCS75	100	0.67
  800 P,r	2,094	Ge I	 AM59	800	0.97
700	2,094	Al II	 KM91b	700	0.95
  400 P	2,095	W  II	 EKM00	400	0.87
200	2,096	Ne II	 P71	200	0.77
140	2,096	Hf II	 MCS75	140	0.72
120	2,096	Ne II	 P71	120	0.69
